well,operation,volume,unix_time,JST(GMT+9),tip_from,remark
"A5 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",source,20,1705482524.538817,2024-01-17 18:08:44,B4 of Opentrons 96 Tip Rack 300 µL on 4,B1_S4_T3_96well
"A4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",dest,20,1705482524.5388784,2024-01-17 18:08:44,B4 of Opentrons 96 Tip Rack 300 µL on 4,B1_S4_T3_96well
"A4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",mix,120,1705482527.6255035,2024-01-17 18:08:47,B4 of Opentrons 96 Tip Rack 300 µL on 4,B1_S4_T3_96well
"A4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705482532.3114903,2024-01-17 18:08:52,A3 of Opentrons 96 Tip Rack 20 µL on 5,B1_S4_T3_spotting on Deck6
"C8 of TGC yeast spot assay with microplate 8x12 on 6",dest,2,1705482532.3115516,2024-01-17 18:08:52,A3 of Opentrons 96 Tip Rack 20 µL on 5,B1_S4_T3_spotting on Deck6
"A4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705482540.1919832,2024-01-17 18:09:00,A3 of Opentrons 96 Tip Rack 20 µL on 5,B1_S4_T3_spotting on Deck9
"C8 of TGC yeast spot assay with microplate 8x12 on 9",dest,2,1705482540.1920497,2024-01-17 18:09:00,A3 of Opentrons 96 Tip Rack 20 µL on 5,B1_S4_T3_spotting on Deck9
"A4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705482546.8717797,2024-01-17 18:09:06,A3 of Opentrons 96 Tip Rack 20 µL on 5,B1_S4_T3_edge-spotting on Deck6
"B9 of TGC yeast spot assay with microplate 8x12 on 6",dest,2,1705482546.8718405,2024-01-17 18:09:06,A3 of Opentrons 96 Tip Rack 20 µL on 5,B1_S4_T3_edge-spotting on Deck6
"A4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705482553.5526695,2024-01-17 18:09:13,A3 of Opentrons 96 Tip Rack 20 µL on 5,B1_S4_T3_edge-spotting on Deck9
"B9 of TGC yeast spot assay with microplate 8x12 on 9",dest,2,1705482553.5527308,2024-01-17 18:09:13,A3 of Opentrons 96 Tip Rack 20 µL on 5,B1_S4_T3_edge-spotting on Deck9
"A4 of Opentrons 10 Tube Rack with Falcon 4x50 mL, 6x15 mL Conical on 7",mix,300,1705482602.8745124,2024-01-17 18:10:02,C4 of Opentrons 96 Tip Rack 300 µL on 4,B1_S3_T3_RNAseq
"A4 of Opentrons 10 Tube Rack with Falcon 4x50 mL, 6x15 mL Conical on 7",source,1662.8,1705482616.9647176,2024-01-17 18:10:16,C4 of Opentrons 96 Tip Rack 300 µL on 4,B1_S3_T3_RNAseq
"B5 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",dest,1662.8,1705482616.9647903,2024-01-17 18:10:16,C4 of Opentrons 96 Tip Rack 300 µL on 4,B1_S3_T3_RNAseq
"B5 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",mix,300,1705482663.4259672,2024-01-17 18:11:03,C4 of Opentrons 96 Tip Rack 300 µL on 4,B1_S3_T3_RNAseq
"B5 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",source,20,1705482673.9300797,2024-01-17 18:11:13,C4 of Opentrons 96 Tip Rack 300 µL on 4,B1_S3_T3_96well
"B4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",dest,20,1705482673.9301414,2024-01-17 18:11:13,C4 of Opentrons 96 Tip Rack 300 µL on 4,B1_S3_T3_96well
"B4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",mix,120,1705482677.0458064,2024-01-17 18:11:17,C4 of Opentrons 96 Tip Rack 300 µL on 4,B1_S3_T3_96well
"B4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705482682.4313588,2024-01-17 18:11:22,B3 of Opentrons 96 Tip Rack 20 µL on 5,B1_S3_T3_spotting on Deck6
"D8 of TGC yeast spot assay with microplate 8x12 on 6",dest,2,1705482682.431425,2024-01-17 18:11:22,B3 of Opentrons 96 Tip Rack 20 µL on 5,B1_S3_T3_spotting on Deck6
"B4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705482690.4021082,2024-01-17 18:11:30,B3 of Opentrons 96 Tip Rack 20 µL on 5,B1_S3_T3_spotting on Deck9
"D8 of TGC yeast spot assay with microplate 8x12 on 9",dest,2,1705482690.4021697,2024-01-17 18:11:30,B3 of Opentrons 96 Tip Rack 20 µL on 5,B1_S3_T3_spotting on Deck9
"B4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705482697.0825717,2024-01-17 18:11:37,B3 of Opentrons 96 Tip Rack 20 µL on 5,B1_S3_T3_edge-spotting on Deck6
"G9 of TGC yeast spot assay with microplate 8x12 on 6",dest,2,1705482697.0826337,2024-01-17 18:11:37,B3 of Opentrons 96 Tip Rack 20 µL on 5,B1_S3_T3_edge-spotting on Deck6
"B4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705482703.8421094,2024-01-17 18:11:43,B3 of Opentrons 96 Tip Rack 20 µL on 5,B1_S3_T3_edge-spotting on Deck9
"G9 of TGC yeast spot assay with microplate 8x12 on 9",dest,2,1705482703.8421745,2024-01-17 18:11:43,B3 of Opentrons 96 Tip Rack 20 µL on 5,B1_S3_T3_edge-spotting on Deck9
"A4 of Opentrons 10 Tube Rack with Falcon 4x50 mL, 6x15 mL Conical on 7",mix,300,1705482753.5436234,2024-01-17 18:12:33,D4 of Opentrons 96 Tip Rack 300 µL on 4,B1_S2_T3_RNAseq
"A4 of Opentrons 10 Tube Rack with Falcon 4x50 mL, 6x15 mL Conical on 7",source,1662.8,1705482772.694766,2024-01-17 18:12:52,D4 of Opentrons 96 Tip Rack 300 µL on 4,B1_S2_T3_RNAseq
"C5 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",dest,1662.8,1705482772.6948407,2024-01-17 18:12:52,D4 of Opentrons 96 Tip Rack 300 µL on 4,B1_S2_T3_RNAseq
"C5 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",mix,300,1705482828.5157597,2024-01-17 18:13:48,D4 of Opentrons 96 Tip Rack 300 µL on 4,B1_S2_T3_RNAseq
"C5 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",source,20,1705482844.038424,2024-01-17 18:14:04,D4 of Opentrons 96 Tip Rack 300 µL on 4,B1_S2_T3_96well
"C4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",dest,20,1705482844.0384848,2024-01-17 18:14:04,D4 of Opentrons 96 Tip Rack 300 µL on 4,B1_S2_T3_96well
"C4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",mix,120,1705482847.2259278,2024-01-17 18:14:07,D4 of Opentrons 96 Tip Rack 300 µL on 4,B1_S2_T3_96well
"C4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705482854.5418286,2024-01-17 18:14:14,C3 of Opentrons 96 Tip Rack 20 µL on 5,B1_S2_T3_spotting on Deck6
"E8 of TGC yeast spot assay with microplate 8x12 on 6",dest,2,1705482854.5418913,2024-01-17 18:14:14,C3 of Opentrons 96 Tip Rack 20 µL on 5,B1_S2_T3_spotting on Deck6
"C4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705482862.481855,2024-01-17 18:14:22,C3 of Opentrons 96 Tip Rack 20 µL on 5,B1_S2_T3_spotting on Deck9
"E8 of TGC yeast spot assay with microplate 8x12 on 9",dest,2,1705482862.481917,2024-01-17 18:14:22,C3 of Opentrons 96 Tip Rack 20 µL on 5,B1_S2_T3_spotting on Deck9
"C4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705482869.1617138,2024-01-17 18:14:29,C3 of Opentrons 96 Tip Rack 20 µL on 5,B1_S2_T3_edge-spotting on Deck6
"B10 of TGC yeast spot assay with microplate 8x12 on 6",dest,2,1705482869.161775,2024-01-17 18:14:29,C3 of Opentrons 96 Tip Rack 20 µL on 5,B1_S2_T3_edge-spotting on Deck6
"C4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705482875.823847,2024-01-17 18:14:35,C3 of Opentrons 96 Tip Rack 20 µL on 5,B1_S2_T3_edge-spotting on Deck9
"B10 of TGC yeast spot assay with microplate 8x12 on 9",dest,2,1705482875.8239105,2024-01-17 18:14:35,C3 of Opentrons 96 Tip Rack 20 µL on 5,B1_S2_T3_edge-spotting on Deck9
"A4 of Opentrons 10 Tube Rack with Falcon 4x50 mL, 6x15 mL Conical on 7",mix,300,1705482925.1939092,2024-01-17 18:15:25,E4 of Opentrons 96 Tip Rack 300 µL on 4,B1_S1_T3_RNAseq
"A4 of Opentrons 10 Tube Rack with Falcon 4x50 mL, 6x15 mL Conical on 7",source,1664.7,1705482966.4948416,2024-01-17 18:16:06,E4 of Opentrons 96 Tip Rack 300 µL on 4,B1_S1_T3_RNAseq
"D5 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",dest,1664.7,1705482966.4949148,2024-01-17 18:16:06,E4 of Opentrons 96 Tip Rack 300 µL on 4,B1_S1_T3_RNAseq
"D5 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",mix,300,1705483063.4357605,2024-01-17 18:17:43,E4 of Opentrons 96 Tip Rack 300 µL on 4,B1_S1_T3_RNAseq
"D5 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",source,20,1705483101.098447,2024-01-17 18:18:21,E4 of Opentrons 96 Tip Rack 300 µL on 4,B1_S1_T3_96well
"D4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",dest,20,1705483101.0985107,2024-01-17 18:18:21,E4 of Opentrons 96 Tip Rack 300 µL on 4,B1_S1_T3_96well
"D4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",mix,120,1705483104.8156514,2024-01-17 18:18:24,E4 of Opentrons 96 Tip Rack 300 µL on 4,B1_S1_T3_96well
"D4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705483121.0313003,2024-01-17 18:18:41,D3 of Opentrons 96 Tip Rack 20 µL on 5,B1_S1_T3_spotting on Deck6
"F8 of TGC yeast spot assay with microplate 8x12 on 6",dest,2,1705483121.031361,2024-01-17 18:18:41,D3 of Opentrons 96 Tip Rack 20 µL on 5,B1_S1_T3_spotting on Deck6
"D4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705483128.9817963,2024-01-17 18:18:48,D3 of Opentrons 96 Tip Rack 20 µL on 5,B1_S1_T3_spotting on Deck9
"F8 of TGC yeast spot assay with microplate 8x12 on 9",dest,2,1705483128.9818575,2024-01-17 18:18:48,D3 of Opentrons 96 Tip Rack 20 µL on 5,B1_S1_T3_spotting on Deck9
"D4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705483135.6718996,2024-01-17 18:18:55,D3 of Opentrons 96 Tip Rack 20 µL on 5,B1_S1_T3_edge-spotting on Deck6
"C10 of TGC yeast spot assay with microplate 8x12 on 6",dest,2,1705483135.6719632,2024-01-17 18:18:55,D3 of Opentrons 96 Tip Rack 20 µL on 5,B1_S1_T3_edge-spotting on Deck6
"D4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705483142.3217938,2024-01-17 18:19:02,D3 of Opentrons 96 Tip Rack 20 µL on 5,B1_S1_T3_edge-spotting on Deck9
"C10 of TGC yeast spot assay with microplate 8x12 on 9",dest,2,1705483142.3218548,2024-01-17 18:19:02,D3 of Opentrons 96 Tip Rack 20 µL on 5,B1_S1_T3_edge-spotting on Deck9
"B4 of Opentrons 10 Tube Rack with Falcon 4x50 mL, 6x15 mL Conical on 7",mix,300,1705483191.813781,2024-01-17 18:19:51,F4 of Opentrons 96 Tip Rack 300 µL on 4,B2_S4_T3_RNAseq
"B4 of Opentrons 10 Tube Rack with Falcon 4x50 mL, 6x15 mL Conical on 7",source,1649.5,1705483203.7748249,2024-01-17 18:20:03,F4 of Opentrons 96 Tip Rack 300 µL on 4,B2_S4_T3_RNAseq
"A6 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",dest,1649.5,1705483203.7749012,2024-01-17 18:20:03,F4 of Opentrons 96 Tip Rack 300 µL on 4,B2_S4_T3_RNAseq
"A6 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",mix,300,1705483246.9857826,2024-01-17 18:20:46,F4 of Opentrons 96 Tip Rack 300 µL on 4,B2_S4_T3_RNAseq
"A6 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",source,20,1705483255.3702064,2024-01-17 18:20:55,F4 of Opentrons 96 Tip Rack 300 µL on 4,B2_S4_T3_96well
"E4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",dest,20,1705483255.3702679,2024-01-17 18:20:55,F4 of Opentrons 96 Tip Rack 300 µL on 4,B2_S4_T3_96well
"E4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",mix,120,1705483258.355828,2024-01-17 18:20:58,F4 of Opentrons 96 Tip Rack 300 µL on 4,B2_S4_T3_96well
"E4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705483263.0513875,2024-01-17 18:21:03,E3 of Opentrons 96 Tip Rack 20 µL on 5,B2_S4_T3_spotting on Deck6
"C9 of TGC yeast spot assay with microplate 8x12 on 6",dest,2,1705483263.0514503,2024-01-17 18:21:03,E3 of Opentrons 96 Tip Rack 20 µL on 5,B2_S4_T3_spotting on Deck6
"E4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705483270.9219105,2024-01-17 18:21:10,E3 of Opentrons 96 Tip Rack 20 µL on 5,B2_S4_T3_spotting on Deck9
"C9 of TGC yeast spot assay with microplate 8x12 on 9",dest,2,1705483270.9219792,2024-01-17 18:21:10,E3 of Opentrons 96 Tip Rack 20 µL on 5,B2_S4_T3_spotting on Deck9
"E4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705483277.5519443,2024-01-17 18:21:17,E3 of Opentrons 96 Tip Rack 20 µL on 5,B2_S4_T3_edge-spotting on Deck6
"D10 of TGC yeast spot assay with microplate 8x12 on 6",dest,2,1705483277.5520086,2024-01-17 18:21:17,E3 of Opentrons 96 Tip Rack 20 µL on 5,B2_S4_T3_edge-spotting on Deck6
"E4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705483284.2018332,2024-01-17 18:21:24,E3 of Opentrons 96 Tip Rack 20 µL on 5,B2_S4_T3_edge-spotting on Deck9
"D10 of TGC yeast spot assay with microplate 8x12 on 9",dest,2,1705483284.2018957,2024-01-17 18:21:24,E3 of Opentrons 96 Tip Rack 20 µL on 5,B2_S4_T3_edge-spotting on Deck9
"B4 of Opentrons 10 Tube Rack with Falcon 4x50 mL, 6x15 mL Conical on 7",mix,300,1705483333.704169,2024-01-17 18:22:13,G4 of Opentrons 96 Tip Rack 300 µL on 4,B2_S3_T3_RNAseq
"B4 of Opentrons 10 Tube Rack with Falcon 4x50 mL, 6x15 mL Conical on 7",source,1651.4,1705483347.804751,2024-01-17 18:22:27,G4 of Opentrons 96 Tip Rack 300 µL on 4,B2_S3_T3_RNAseq
"B6 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",dest,1651.4,1705483347.804825,2024-01-17 18:22:27,G4 of Opentrons 96 Tip Rack 300 µL on 4,B2_S3_T3_RNAseq
"B6 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",mix,300,1705483394.7558196,2024-01-17 18:23:14,G4 of Opentrons 96 Tip Rack 300 µL on 4,B2_S3_T3_RNAseq
"B6 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",source,20,1705483405.2589817,2024-01-17 18:23:25,G4 of Opentrons 96 Tip Rack 300 µL on 4,B2_S3_T3_96well
"F4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",dest,20,1705483405.259042,2024-01-17 18:23:25,G4 of Opentrons 96 Tip Rack 300 µL on 4,B2_S3_T3_96well
"F4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",mix,120,1705483408.2760816,2024-01-17 18:23:28,G4 of Opentrons 96 Tip Rack 300 µL on 4,B2_S3_T3_96well
"F4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705483413.6713927,2024-01-17 18:23:33,F3 of Opentrons 96 Tip Rack 20 µL on 5,B2_S3_T3_spotting on Deck6
"D9 of TGC yeast spot assay with microplate 8x12 on 6",dest,2,1705483413.6714547,2024-01-17 18:23:33,F3 of Opentrons 96 Tip Rack 20 µL on 5,B2_S3_T3_spotting on Deck6
"F4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705483421.5734124,2024-01-17 18:23:41,F3 of Opentrons 96 Tip Rack 20 µL on 5,B2_S3_T3_spotting on Deck9
"D9 of TGC yeast spot assay with microplate 8x12 on 9",dest,2,1705483421.5734768,2024-01-17 18:23:41,F3 of Opentrons 96 Tip Rack 20 µL on 5,B2_S3_T3_spotting on Deck9
"F4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705483428.1817777,2024-01-17 18:23:48,F3 of Opentrons 96 Tip Rack 20 µL on 5,B2_S3_T3_edge-spotting on Deck6
"E10 of TGC yeast spot assay with microplate 8x12 on 6",dest,2,1705483428.1818397,2024-01-17 18:23:48,F3 of Opentrons 96 Tip Rack 20 µL on 5,B2_S3_T3_edge-spotting on Deck6
"F4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705483434.8317177,2024-01-17 18:23:54,F3 of Opentrons 96 Tip Rack 20 µL on 5,B2_S3_T3_edge-spotting on Deck9
"E10 of TGC yeast spot assay with microplate 8x12 on 9",dest,2,1705483434.8317785,2024-01-17 18:23:54,F3 of Opentrons 96 Tip Rack 20 µL on 5,B2_S3_T3_edge-spotting on Deck9
"B4 of Opentrons 10 Tube Rack with Falcon 4x50 mL, 6x15 mL Conical on 7",mix,300,1705483484.3037694,2024-01-17 18:24:44,H4 of Opentrons 96 Tip Rack 300 µL on 4,B2_S2_T3_RNAseq
"B4 of Opentrons 10 Tube Rack with Falcon 4x50 mL, 6x15 mL Conical on 7",source,1668.6,1705483503.4547389,2024-01-17 18:25:03,H4 of Opentrons 96 Tip Rack 300 µL on 4,B2_S2_T3_RNAseq
"C6 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",dest,1668.6,1705483503.4548147,2024-01-17 18:25:03,H4 of Opentrons 96 Tip Rack 300 µL on 4,B2_S2_T3_RNAseq
"C6 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",mix,300,1705483559.8858361,2024-01-17 18:25:59,H4 of Opentrons 96 Tip Rack 300 µL on 4,B2_S2_T3_RNAseq
"C6 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",source,20,1705483575.4186487,2024-01-17 18:26:15,H4 of Opentrons 96 Tip Rack 300 µL on 4,B2_S2_T3_96well
"G4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",dest,20,1705483575.4187088,2024-01-17 18:26:15,H4 of Opentrons 96 Tip Rack 300 µL on 4,B2_S2_T3_96well
"G4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",mix,120,1705483578.5358882,2024-01-17 18:26:18,H4 of Opentrons 96 Tip Rack 300 µL on 4,B2_S2_T3_96well
"G4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705483585.8412716,2024-01-17 18:26:25,G3 of Opentrons 96 Tip Rack 20 µL on 5,B2_S2_T3_spotting on Deck6
"E9 of TGC yeast spot assay with microplate 8x12 on 6",dest,2,1705483585.8413343,2024-01-17 18:26:25,G3 of Opentrons 96 Tip Rack 20 µL on 5,B2_S2_T3_spotting on Deck6
"G4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705483593.741803,2024-01-17 18:26:33,G3 of Opentrons 96 Tip Rack 20 µL on 5,B2_S2_T3_spotting on Deck9
"E9 of TGC yeast spot assay with microplate 8x12 on 9",dest,2,1705483593.7418635,2024-01-17 18:26:33,G3 of Opentrons 96 Tip Rack 20 µL on 5,B2_S2_T3_spotting on Deck9
"G4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705483600.351975,2024-01-17 18:26:40,G3 of Opentrons 96 Tip Rack 20 µL on 5,B2_S2_T3_edge-spotting on Deck6
"F10 of TGC yeast spot assay with microplate 8x12 on 6",dest,2,1705483600.3520367,2024-01-17 18:26:40,G3 of Opentrons 96 Tip Rack 20 µL on 5,B2_S2_T3_edge-spotting on Deck6
"G4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705483606.992116,2024-01-17 18:26:46,G3 of Opentrons 96 Tip Rack 20 µL on 5,B2_S2_T3_edge-spotting on Deck9
"F10 of TGC yeast spot assay with microplate 8x12 on 9",dest,2,1705483606.9921792,2024-01-17 18:26:46,G3 of Opentrons 96 Tip Rack 20 µL on 5,B2_S2_T3_edge-spotting on Deck9
"B4 of Opentrons 10 Tube Rack with Falcon 4x50 mL, 6x15 mL Conical on 7",mix,300,1705483656.4238322,2024-01-17 18:27:36,A5 of Opentrons 96 Tip Rack 300 µL on 4,B2_S1_T3_RNAseq
"B4 of Opentrons 10 Tube Rack with Falcon 4x50 mL, 6x15 mL Conical on 7",source,1558.4,1705483697.744792,2024-01-17 18:28:17,A5 of Opentrons 96 Tip Rack 300 µL on 4,B2_S1_T3_RNAseq
"D6 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",dest,1558.4,1705483697.7448673,2024-01-17 18:28:17,A5 of Opentrons 96 Tip Rack 300 µL on 4,B2_S1_T3_RNAseq
"D6 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",mix,300,1705483790.8658974,2024-01-17 18:29:50,A5 of Opentrons 96 Tip Rack 300 µL on 4,B2_S1_T3_RNAseq
"D6 of Opentrons 24 Tube Rack with NEST 2 mL Screwcap on 8",source,20,1705483828.5299659,2024-01-17 18:30:28,A5 of Opentrons 96 Tip Rack 300 µL on 4,B2_S1_T3_96well
"H4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",dest,20,1705483828.530031,2024-01-17 18:30:28,A5 of Opentrons 96 Tip Rack 300 µL on 4,B2_S1_T3_96well
"H4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",mix,120,1705483832.1758723,2024-01-17 18:30:32,A5 of Opentrons 96 Tip Rack 300 µL on 4,B2_S1_T3_96well
"H4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705483848.381303,2024-01-17 18:30:48,H3 of Opentrons 96 Tip Rack 20 µL on 5,B2_S1_T3_spotting on Deck6
"F9 of TGC yeast spot assay with microplate 8x12 on 6",dest,2,1705483848.381365,2024-01-17 18:30:48,H3 of Opentrons 96 Tip Rack 20 µL on 5,B2_S1_T3_spotting on Deck6
"H4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705483856.1918457,2024-01-17 18:30:56,H3 of Opentrons 96 Tip Rack 20 µL on 5,B2_S1_T3_spotting on Deck9
"F9 of TGC yeast spot assay with microplate 8x12 on 9",dest,2,1705483856.1919074,2024-01-17 18:30:56,H3 of Opentrons 96 Tip Rack 20 µL on 5,B2_S1_T3_spotting on Deck9
"H4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705483862.8018248,2024-01-17 18:31:02,H3 of Opentrons 96 Tip Rack 20 µL on 5,B2_S1_T3_edge-spotting on Deck6
"G10 of TGC yeast spot assay with microplate 8x12 on 6",dest,2,1705483862.8018873,2024-01-17 18:31:02,H3 of Opentrons 96 Tip Rack 20 µL on 5,B2_S1_T3_edge-spotting on Deck6
"H4 of Corning 96 Well Plate 360 µL Flat on Transportation Unit ver2 on 11",source,2,1705483869.4620314,2024-01-17 18:31:09,H3 of Opentrons 96 Tip Rack 20 µL on 5,B2_S1_T3_edge-spotting on Deck9
"G10 of TGC yeast spot assay with microplate 8x12 on 9",dest,2,1705483869.462094,2024-01-17 18:31:09,H3 of Opentrons 96 Tip Rack 20 µL on 5,B2_S1_T3_edge-spotting on Deck9
